,time,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61
0,5/21/99 1:46,0,0.02822349,-0.7948808,-4.402740799999999,-16.904535,1.47041931,38.3797989,0.01152248,0.06889431,-0.059965599999999994,-0.0781684,0.63919497,0.75257315,61.5532248,-0.0287747,-0.07121110000000001,0.33873457,2.61112122,1.90288336,-4.6178445,0.12315375,0.90155483,1.21315819,7.21801634,-7.411164,5.10777342,0.70351846,0.39705104,82,183.270447,-0.13452139999999999,-0.1854839,5.69048597,-0.0011052999999999998,67.6705103,-0.7602571,0.04554105,0.37321376,-0.08699739999999999,-0.13394489999999998,0.24913183,4.39762167,-38.931738,-0.6327275,-568.61128,-0.5698455,-0.027522,37.925447,0.09388909,-167.56295,0.06566287,28.055180199999995,0.37004142,7.18243015,0.57442257,19.266178200000002,-40.370307000000004,0.08582647,-0.0023396999999999997,1.24959798,-0.0009492000000000001,0
1,5/21/99 1:48,0,0.13333149,-0.6577958,-4.1497877999999995,-17.120964999999998,1.47041931,39.1095349,0.02623048,0.06889431,-0.059965599999999994,-0.0716574,0.75747897,0.58304815,62.8169118,-0.0287747,-0.0718801,0.31151657,3.69818822,1.88736536,-4.6220625,0.12315375,0.90155483,1.20827619,7.21801634,-7.411164,4.57896442,0.70748746,0.37597504,82,191.388367,-0.1345674,0.03951414,5.81206797,-0.0011083,68.2789703,-0.7602571,0.06465905,0.37321376,-0.0671604,-0.13394489999999998,0.24913183,5.34793967,-38.904441,-0.6327275,-632.33394,-0.0361205,-0.673659,35.799043,0.09321809,-167.69997,0.06566287,28.063237199999996,0.36564642,7.18243015,0.57416957,30.7525062,-40.415106,-0.29869450000000003,-0.0022586999999999998,0.51965498,-0.0009452,0
2,5/21/99 1:50,0,0.22135149,-0.6657528,-3.9908197999999997,-17.337396,1.47041931,39.6941609,0.03064048,0.06889431,-0.059965599999999994,-0.0499384,0.72075897,0.61661815,62.7721128,-0.0287747,-0.0725491,0.33446157,4.62458722,1.87185036,-4.6262815,0.12315375,0.90155483,1.20339419,5.25007534,-7.411164,5.26585442,0.71145546,0.35489904,82,184.141113,-0.1346124,-0.0701329,6.09075397,-0.0011113,71.83701429999999,-0.7602571,0.07473005,0.37321376,-0.0671604,-0.13394489999999998,0.24913183,6.29825667,-38.877145,-0.6327275,-696.56441,-0.5852535,-1.034999,36.936555,0.09256209,-167.83700000000002,0.06566287,28.0715382,0.36125242,7.18243015,0.57391857,32.6995272,-40.459891,-0.9701424999999999,-0.0021697,0.01654998,-0.0009422,0
3,5/21/99 1:52,0,0.20962749,-0.5740948,-4.2187418,-17.8164,1.47041931,39.180152899999996,0.03064048,0.06889431,-0.033518599999999996,-0.0482604,0.94361697,0.66646615,61.694978799999994,-0.0287747,-0.07321910000000001,0.32805157,5.14459122,1.85633236,-4.6304995,0.12315375,0.90155483,1.19851219,6.27216234,-7.411164,4.49791042,0.71542446,0.36815604,82,186.372406,-0.13465739999999998,0.14174114,5.71135997,-0.0011143,70.9125153,-0.7602571,0.08480105,0.37321376,-0.08699739999999999,-0.1138029,0.24913183,-6.713706299999999,-38.849848,-0.6327275,-592.62496,-0.1955555,-0.473033,43.402803000000006,0.09189009,-167.97405,0.06566287,28.0795952,0.35710142,7.18243015,0.57366557,33.944889200000006,-40.504690999999994,-0.42229049999999996,-0.0020636999999999995,0.52591198,-0.0009381999999999999,0
4,5/21/99 1:54,0,0.11705549,-0.5220648,-4.3413538,-18.749017000000002,1.47041931,39.1460649,0.04071148,0.06889431,-0.0102196,-0.0549744,0.67734397,0.69291515,61.95465279999999,-0.0287747,-0.07388810000000001,0.36009657,5.13528322,1.84081436,-4.6347185,0.12315375,0.90155483,1.19363019,7.29425634,-7.411164,4.66014142,0.71939246,0.38669504,82,183.116577,-0.1347024,-0.1906019,5.61016297,-0.0011163,69.9347313,-0.7602571,0.08480105,0.38297976,-0.08699739999999999,-0.1037319,0.24913183,-5.677817299999999,-38.822552,-0.6327275,-608.84957,-0.9731665,-0.645339,43.057771,0.09123409,-168.11108000000002,0.06566287,28.0876512,0.35270742,7.18243015,0.57341357,29.9031402,-40.549475,-0.48485150000000005,-0.0019577,1.34817698,-0.0009342,0
5,5/21/99 1:56,0,0.20962749,-0.2664078,-4.5978598,-19.681634,1.47041931,39.3259359,0.03064048,0.06889431,-0.0102196,-0.0583314,0.82860097,0.62374015,65.5464658,-0.0287747,-0.0745581,0.38806457,4.17814522,1.82529636,-4.6389365,0.12315375,0.90155483,1.18874919,6.21212634,-7.411164,5.20884742,0.72336146,0.40496504,82,186.179169,-0.1347484,-0.2001779,5.57341997,-0.0011193,74.19431429999999,-0.7602571,0.08480105,0.39305076,-0.0671604,-0.0838949,0.24913183,-4.6419293,-38.795255,-0.6327275,-648.9921400000001,-0.3964375,-0.5354720000000001,45.826081,0.09056309,-168.25134,0.06566287,28.0959522,0.34831242,7.18243015,0.57316157,29.4518472,-40.59426,-0.9701424999999999,-0.0018527,0.57939398,-0.0009312000000000001,0
6,5/21/99 1:58,0,0.21664049,-0.41464880000000004,-4.4970488,-16.574609,1.47041931,39.2724079,0.03064048,0.06889431,-0.0001486,-0.0583314,0.74497697,0.67405915,63.66745279999999,-0.0287747,-0.0752271,0.34678957,1.72448222,1.80977736,-4.6431545,0.12315375,0.90155483,1.18386819,6.21212634,-7.644574,4.71952842,0.72733046,0.39666904,82,184.938568,-0.1347924,-0.1416199,5.49187697,-0.0011223,67.28025129999999,-0.7602571,0.08480105,0.39305076,-0.08699739999999999,-0.0738229,0.24913183,-3.6060402999999996,-38.767958,-0.6327275,-642.03902,-0.4527725,-0.615309,48.594392,0.08990709,-168.42061999999999,0.06566287,28.1040092,0.34391842,7.18243015,0.57290957,45.1704742,-37.396887,-0.2193485,-0.0017467,0.15693898,-0.0009272,0
7,5/21/99 2:00,0,0.18007749,-0.19057879999999996,-4.4621268,-16.681299,1.47041931,38.7854689,0.03064048,0.06889431,-0.0001486,-0.0497224,0.81681297,0.82143815,62.5169698,-0.0287747,-0.07589610000000001,0.39977157,5.77970022,1.79425936,-4.6473735000000005,0.12315375,0.90155483,1.17898619,7.67061434,-8.311463,4.79698242,0.73129946,0.38837404,82,183.390625,-0.1346974,0.15031414,5.97686197,-0.0011253,66.6352323,-0.7602571,0.08480105,0.39305076,-0.0671604,-0.0652139,0.24913183,-2.5403662999999996,-38.740662,-0.6327275,-529.0858900000001,-0.7343125,0.004499,39.951142,0.08923509,-168.58993,0.06566287,28.1120652,0.33952342,7.18243015,0.57265757,53.4251132,-42.153632,0.32996747,-0.0016407,0.66232498,-0.0009232000000000001,0
8,5/21/99 2:02,0,0.12991849,-0.22516679999999997,-4.461008799999999,-16.788019,1.47041931,38.2985309,0.03064048,0.06889431,-0.0102196,-0.0381894,0.60783997,0.66278915,63.366228799999995,-0.0287747,-0.07656510000000001,0.40831657,4.75594222,1.77874536,-4.6515925000000005,0.12315375,0.90155483,1.17410419,6.61864334,-7.411164,5.07774442,0.73526746,0.38106604,82,182.901184,-0.1344194,-0.1976519,6.12725297,-0.0011283,70.5283593,-0.7602571,0.08480105,0.40312176,-0.0603374,-0.0439149,0.24913183,2.05777867,-38.713365,-0.6327275,-660.48824,-0.45917749999999996,-1.178923,44.119294000000004,0.08857909,-168.75921,0.06566287,28.1203662,0.33512942,7.18243015,0.57240557,40.1030922,-43.514959999999995,-0.7961315,-0.0015347000000000002,1.41009698,-0.0009192,0
9,5/21/99 2:04,0,0.11211449,-0.1820338,-4.5115168,-16.894707999999998,1.47041931,38.0426709,0.02087448,0.06889431,-0.0102196,-0.0381894,0.65873597,0.64975215,63.81297579999999,-0.0287747,-0.0772341,0.36009657,3.73218422,1.76322736,-4.6558105,0.12315375,0.90155483,1.16922219,5.56666434,-7.411164,4.64048842,0.73923546,0.37566004,82,183.43551599999998,-0.1341404,-0.39745590000000003,5.83104897,-0.0011302999999999999,68.4694603,-0.7602571,0.07473005,0.40312176,-0.0404024,-0.0439149,0.24913183,-7.2632663,-38.686069,-0.6327275,-684.67378,-0.2421445,-0.910117,43.122223999999996,0.08790809,-168.92852,0.06566287,28.1284232,0.33097842,7.18243015,0.57215257,37.5703772,-42.397666,-0.8602185,-0.0014297000000000001,0.45891798,-0.0009142000000000001,0
