,time,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61
2400,5/24/99 13:12,0,0.40070249,-1.3611688,-6.5416587999999996,186.63376499999998,-0.37429270000000003,-13.09008,-0.0600625,-0.051042699999999996,-0.0001486,-0.007239399999999999,-0.045524,-0.5689728000000001,24.467851800000002,0.00889131,-0.0309861,-0.0741814,-2.5175908,0.74583236,-3.9269675000000004,0.12315375,-0.10433419999999999,1.63520619,2.21786334,-0.418763,4.71763642,-0.8064055,-0.44139300000000004,96,-166.70668,-0.10455339999999999,-0.16591889999999998,3.90770997,-0.0010243000000000001,-24.956992,-0.2952911,-0.2252669,-0.0567922,-0.037251400000000004,-0.0838949,-0.7106762,-2.6387553,-39.563206,-0.6327275,-3199.3593,-0.3286195,-0.74742,3.68447996,-0.34565490000000004,-79.829002,-3.3322861000000006,29.984624199999995,-3.8604276,-0.2020919,-4.9529734,-53.319516,-51.495490000000004,-2.1114995,0.01681026,0.29731998,0.00970678,0
2401,5/24/99 13:14,0,0.26252649,-1.3935688,-6.5289928,185.77881499999998,-0.4019257,-12.811699,-0.0691555,-0.051042699999999996,-0.0001486,-0.0082804,0.17033097,-0.5471528,25.0187248,0.00943731,-0.0290671,-0.1172134,-0.6471718000000001,0.74137636,-3.9269675000000004,0.12315375,-0.10433419999999999,1.64451119,2.21786334,-0.418763,4.95213342,-0.8054795,-0.44139300000000004,96,-165.57253,-0.10430639999999998,0.16439614,3.77648397,-0.0010253,-26.771506,-0.6506801,-0.2151959,-0.0567922,-0.037251400000000004,-0.1037319,-0.7106762,-2.9605322999999997,-39.572421000000006,-0.6327275,-3040.8046,-0.47561549999999997,-0.41482399999999997,2.45907696,-0.34856190000000004,-77.491203,-3.3415641000000003,29.984624199999995,-3.8655546000000003,-0.2116129,-4.9535384,-61.798642,-51.635809,-1.7758064999999998,0.01628626,0.88408898,0.00974478,0
2402,5/24/99 13:16,0,0.33658549,-1.1634528,-6.5172238,188.22031299999998,-0.4295597,-12.533317,-0.0691555,-0.051042699999999996,-0.0001486,-0.0082804,0.03205197,-0.5139898,26.334962800000003,0.00998431,-0.027148099999999998,-0.0747174,3.12229822,0.73692136,-3.9269675000000004,0.12315375,-0.10433419999999999,1.65381619,2.21786334,1.58325097,4.56694042,-0.8045545000000001,-0.44139300000000004,96,-165.91275,-0.10405940000000001,-0.015419899999999999,3.70678197,-0.0010272999999999999,-28.586021000000002,-1.0060651,-0.2151959,-0.0567922,-0.037251400000000004,-0.0838949,-0.7106762,0.78678167,-39.581635999999996,-0.6327275,-3048.875,-1.3690285,-0.48896300000000004,8.11575396,-0.35146890000000003,-75.153374,-3.3510851,29.984624199999995,-3.8706815999999997,-0.2208909,-4.954103400000001,-50.246762,-51.776129,-1.7758064999999998,0.01576226,1.52636898,0.00978178,0
2403,5/24/99 13:18,0,0.37239349,-1.3462138000000001,-6.581563799999999,190.66181,-0.4572087,-12.254967,-0.0691555,-0.051042699999999996,-0.0102196,-0.0082804,0.23462197,-0.5049358,26.817613800000004,0.01053031,-0.0252291,-0.0747174,0.46769222,0.73246936,-3.9269675000000004,0.12315375,-0.10433419999999999,1.66312019,2.21786334,-0.418763,4.52189642,-0.8036295,-0.44139300000000004,96,-165.31453,-0.1038124,0.01662514,4.06597397,-0.0010283,-21.892875,-1.3614531,-0.2151959,-0.0567922,-0.037251400000000004,-0.0838949,-0.7106762,3.09769567,-39.59085,-0.6327275,-2977.4375,-0.1705005,-0.379096,-2.123198,-0.3543679,-72.81554399999999,-3.3603621,29.984624199999995,-3.8755646,-0.2304119,-4.9546684,-53.902035,-51.499854,-1.7758064999999998,0.01523826,0.56288398,0.00981978,0
2404,5/24/99 13:20,0,0.25740749,-1.3024868,-6.5057678,191.81958600000002,-0.48484269999999996,-12.006186999999999,-0.0691555,-0.0520497,-0.0102196,-0.0183524,0.12597497,-0.5616908,25.627855800000003,0.01107731,-0.0233101,-0.0059254,0.83722622,0.72801336,-3.9269675000000004,0.12315375,-0.10433419999999999,1.67242519,2.21786334,1.58325097,4.56352242,-0.8027045,-0.44139300000000004,96,-162.47885,-0.1035654,0.30978614,4.22002697,-0.0010302999999999998,-21.628593,-1.7168421000000003,-0.2151959,-0.0567922,-0.037251400000000004,-0.0838949,-0.7106762,2.62723667,-39.461463,-0.6327275,-3126.6972,-0.1240415,-0.379096,9.39144996,-0.3572749,-70.477714,-3.3696401,29.984624199999995,-3.8806915999999996,-0.2399339,-4.9552334,-54.258481,-50.882742,-1.7758064999999998,0.01471526,0.39792798,0.00985778,0
2405,5/24/99 13:22,0,0.29367649,-1.2271928,-6.5112977999999995,188.477728,-0.5124757000000001,-11.964714,-0.0691555,-0.06111369999999999,-0.0102196,-0.0183524,-0.018969999999999997,-0.45889579999999996,27.027238800000003,0.01162331,-0.021391099999999996,-0.1275604,-1.1158838,0.72355836,-3.9269675000000004,0.12315375,-0.10433419999999999,1.68172919,2.21786334,1.53502997,4.79655542,-0.8017795,-0.44139300000000004,96,-168.70564,-0.10331839999999999,0.06939814,3.79332997,-0.0010323,-21.441398,-0.7136991,-0.2151959,-0.0567922,-0.037251400000000004,-0.0838949,-0.7106762,1.37284167,-39.295602,-0.6327275,-3114.7656,-0.5627395000000001,-1.005335,7.96859796,-0.36018190000000005,-68.13988499999999,-3.3791611000000006,29.984624199999995,-3.8858186000000003,-0.24921089999999999,-4.955798400000001,-61.321591000000005,-50.265631,-2.4166755,0.01419126,1.00675398,0.00989578,0
2406,5/24/99 13:24,0,0.38954649,-1.1954518,-6.381029799999999,185.354895,-0.5401246999999999,-11.923271000000002,-0.0691555,-0.06111369999999999,-0.0102196,-0.0176574,0.17502797,-0.47352380000000005,25.4163688,0.01217031,-0.0149731,-0.13257339999999998,-0.0272798,0.71910236,-3.9269675000000004,0.12315375,-0.10433419999999999,1.69103419,2.21786334,1.36969697,4.77818342,-0.8008545,-0.44139300000000004,96,-165.98033999999998,-0.1030714,-0.3453849,3.73174497,-0.0010333,-21.441398,0.48351691,-0.2252669,-0.0567922,-0.037251400000000004,-0.0838949,-0.7106762,-1.0981053,-39.129740000000005,-0.6327275,-3102.8339,-0.5624915,-0.404147,2.37948696,-0.36308090000000004,-65.80205500000001,-3.3884391000000003,29.984624199999995,-3.8909456,-0.2587319,-4.956363400000001,-58.31792900000001,-49.864829,-1.7758064999999998,0.01366726,1.56689698,0.00993278,0
2407,5/24/99 13:26,0,0.36628949,-1.2376698,-6.5098178,185.933386,-0.5677587,-11.931419,-0.0691555,-0.06111369999999999,-0.0102196,-0.0082804,0.10959497,-0.4840827999999999,28.771776799999998,0.01271631,-0.006626100000000001,-0.07825039999999998,2.77014022,0.71464636,-3.9269675000000004,0.12315375,-0.10433419999999999,1.70033819,2.21786334,1.20436397,4.49791042,-0.7999295,-0.44139300000000004,96,-163.10793999999999,-0.1028244,0.13729514,3.99993397,-0.0010353,-21.524345,1.09567291,-0.2252669,-0.0567922,-0.037251400000000004,-0.0838949,-0.7106762,5.83829567,-38.963879,-0.6327275,-3090.9023,-0.3469075,-0.189269,2.91305596,-0.36598790000000003,-63.464226000000004,-3.3977161,29.984624199999995,-3.8960716,-0.2680099,-4.956928400000001,-61.774228,-49.653310999999995,-1.8551525000000002,0.01329426,0.55867998,0.00997078,0
2408,5/24/99 13:28,0,0.45581049,-1.3255518,-6.7435618,187.368842,-0.5954077,-12.248344,-0.0691555,-0.06111369999999999,-0.0199856,-0.0082804,-0.004236,-0.5573268,27.578294800000002,0.01326331,0.00171888,-0.1699744,0.27800622,0.71019136,-3.9269675000000004,0.12315375,-0.10433419999999999,1.70964319,2.21786334,1.03903497,4.49791042,-0.7990045,-0.44139300000000004,96,-163.53479,-0.10257739999999999,0.11396714,4.21856197,-0.0010363,-24.013053,0.69726291,-0.2252669,-0.0567922,-0.037251400000000004,-0.0838949,-0.7106762,-5.8974223,-38.798017,-0.6327275,-3051.4589,-0.1138675,-0.06780499999999999,3.57052696,-0.3688949,-61.126396,-3.4072371,29.984624199999995,-3.9009546000000004,-0.2775309,-4.9574934,-45.860776,-49.441779,-1.9085575000000001,0.01330326,0.38707898,0.01000878,0
2409,5/24/99 13:30,0,0.45531949,-1.3629997999999999,-6.6606818,184.284705,-0.6230416999999999,-12.061455,-0.0792265,-0.06111369999999999,-0.0199856,-0.0082804,0.24588797,-0.5474008,28.2485988,0.01380931,0.01006488,-0.22163739999999998,-1.2062008,0.70573936,-3.9269675000000004,0.12315375,-0.10433419999999999,1.71894719,2.21786334,0.87370197,5.31388942,-0.7980795,-0.44139300000000004,96,-163.29846,-0.1023304,0.20980714,4.17309097,-0.0010382999999999998,-20.967948,0.29885191,-0.2252669,-0.0567922,-0.037251400000000004,-0.0838949,-0.7106762,1.34928167,-38.632156,-0.6327275,-3194.2011,-0.5155135000000001,-0.9419770000000001,4.13394296,-0.3718009,-58.78856700000001,-3.4165151,29.984624199999995,-3.9060816,-0.28705290000000006,-4.9580584000000005,-65.668515,-49.230261,-1.9192395,0.01331126,0.96943098,0.01004678,0
